price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
5250,2011.0,honda civic,excellent,4,gas,146000.0,automatic,sedan,silver,,2019-01-23,9
9800,2012.0,chevrolet colorado,good,4,gas,116519.0,automatic,pickup,,,2018-05-06,34
15600,2011.0,chevrolet silverado 1500,good,8,gas,104180.0,automatic,pickup,blue,1.0,2018-06-09,53
10000,2008.0,ford f-150,good,8,gas,117000.0,automatic,truck,,1.0,2019-02-13,24
6995,2012.0,chevrolet impala,excellent,6,gas,91000.0,automatic,sedan,white,,2018-10-15,45
7600,2016.0,dodge grand caravan,excellent,6,gas,62000.0,automatic,mini-van,white,,2018-11-14,4
7000,2005.0,cadillac escalade,excellent,8,gas,194300.0,automatic,SUV,black,,2019-01-31,13
14950,2013.0,chevrolet silverado 1500,good,8,gas,132857.0,automatic,truck,white,1.0,2019-04-06,36
16995,2011.0,chevrolet silverado 1500,like new,8,gas,60786.0,automatic,pickup,,1.0,2019-03-28,31
4890,2007.0,nissan sentra,excellent,4,gas,188200.0,automatic,sedan,silver,,2019-04-19,27
12900,2016.0,toyota corolla,like new,4,gas,38877.0,automatic,sedan,,,2019-03-11,32
5500,2004.0,toyota tacoma,excellent,4,gas,126400.0,automatic,truck,silver,,2019-03-07,31
12900,2015.0,toyota camry,excellent,4,gas,,automatic,sedan,black,,2019-02-24,35
3800,2004.0,toyota highlander,good,6,gas,158542.0,automatic,SUV,green,,2019-02-10,69
4500,2009.0,honda accord,good,,gas,188767.0,automatic,sedan,silver,,2018-08-08,15
12499,2011.0,ford f-150,excellent,8,gas,,automatic,truck,black,1.0,2018-12-05,97
8995,2011.0,volkswagen jetta,good,4,diesel,65799.0,automatic,sedan,grey,,2019-01-03,28
16999,,jeep wrangler,excellent,6,gas,108083.0,manual,SUV,red,1.0,2018-06-30,66
12400,2013.0,toyota camry,excellent,4,gas,55143.0,automatic,sedan,blue,,2018-06-09,56
13999,2012.0,toyota rav4,excellent,4,gas,78812.0,automatic,SUV,,,2018-10-30,32
4800,2005.0,toyota highlander,excellent,4,gas,228000.0,automatic,SUV,silver,,2018-12-02,8
1800,2006.0,honda accord,good,4,gas,93289.0,automatic,sedan,,,2019-04-18,30
7500,2005.0,ford f-150,excellent,8,gas,,automatic,truck,,,2018-10-20,30
1800,1992.0,chevrolet silverado 1500,fair,8,gas,359.0,automatic,pickup,white,1.0,2018-11-20,38
8499,2006.0,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,white,1.0,2018-08-26,11
1700,2006.0,ram 1500,good,6,gas,,manual,truck,silver,,2018-11-25,12
6998,2014.0,ford focus,good,4,gas,,automatic,sedan,,,2018-09-11,37
2500,,honda accord,good,,gas,,automatic,sedan,red,,2018-08-28,76
29900,2016.0,ford f-150,good,6,gas,83989.0,automatic,truck,white,1.0,2019-01-07,28
18900,2015.0,chevrolet silverado 1500,good,6,gas,85193.0,automatic,truck,silver,1.0,2018-12-13,21
189000,2014.0,ford f-150,good,6,gas,151248.0,automatic,truck,black,,2019-03-02,56
16900,2018.0,dodge grand caravan,good,6,gas,51870.0,automatic,van,,,2018-08-28,66
18900,2018.0,nissan rogue,good,,gas,31121.0,automatic,SUV,silver,,2018-10-26,53
19900,2013.0,ford f-150,good,6,gas,,automatic,truck,silver,1.0,2019-03-29,50
25900,2015.0,toyota tacoma,good,6,gas,74379.0,automatic,truck,silver,1.0,2018-09-03,31
9888,2014.0,nissan maxima,good,6,gas,168000.0,automatic,sedan,grey,,2018-06-16,36
3500,2012.0,nissan versa,good,4,gas,163759.0,automatic,sedan,,,2019-02-14,92
11998,2009.0,subaru impreza,good,4,gas,115300.0,manual,sedan,silver,1.0,2018-12-08,8
10900,2003.0,ram 2500,excellent,8,gas,,manual,pickup,white,1.0,2018-07-18,20
12950,2015.0,toyota camry,excellent,4,gas,79472.0,automatic,sedan,black,,2018-07-31,8
13950,2011.0,chevrolet silverado 1500,good,8,gas,84461.0,automatic,truck,blue,1.0,2019-04-13,23
21400,2015.0,toyota tacoma,excellent,6,gas,95750.0,manual,offroad,grey,1.0,2018-12-23,1
12999,2013.0,ford edge,excellent,,gas,113918.0,automatic,SUV,black,1.0,2018-05-11,63
14999,2007.0,jeep wrangler,excellent,6,gas,,manual,SUV,,1.0,2019-01-15,8
3500,1998.0,ford ranger,good,6,gas,,manual,truck,,1.0,2018-08-09,31
17500,,ford f-250 super duty,excellent,8,diesel,87000.0,automatic,pickup,red,1.0,2018-10-20,39
13900,2010.0,ford f-150,excellent,8,gas,133327.0,automatic,truck,,,2018-06-29,30
79900,,ford f350,like new,8,diesel,10060.0,automatic,pickup,white,1.0,2018-07-16,22
6500,2004.0,honda accord,like new,6,gas,165871.0,manual,sedan,grey,,2019-04-17,73
22500,2016.0,ram 1500,excellent,6,gas,54000.0,automatic,pickup,,1.0,2018-10-19,81
24500,2017.0,subaru forester,excellent,4,gas,,automatic,SUV,,1.0,2018-12-03,18
15250,2017.0,subaru forester,excellent,4,gas,99000.0,automatic,SUV,silver,1.0,2019-03-18,103
2250,1991.0,toyota 4runner,fair,6,gas,226000.0,automatic,SUV,,1.0,2019-03-13,28
11900,,nissan rogue,excellent,4,gas,86316.0,automatic,SUV,blue,,2018-10-05,12
28900,2011.0,ford f-350 sd,excellent,,diesel,120000.0,automatic,truck,white,1.0,2019-02-24,21
11999,2010.0,toyota sienna,excellent,6,gas,106051.0,automatic,mini-van,,,2018-05-06,22
7999,2007.0,jeep liberty,excellent,6,gas,77976.0,automatic,SUV,,1.0,2018-11-13,31
8500,2002.0,chevrolet silverado 3500hd,good,8,gas,173950.0,automatic,truck,white,,2018-06-09,56
8995,2008.0,chevrolet tahoe,excellent,8,gas,240.0,automatic,SUV,,1.0,2019-02-11,54
9950,2016.0,ford focus,excellent,4,gas,27000.0,automatic,sedan,grey,,2018-09-17,68
14800,2010.0,ford f-150,excellent,8,gas,166000.0,automatic,pickup,,1.0,2018-05-06,27
11500,2011.0,subaru impreza,like new,,gas,91000.0,manual,hatchback,white,1.0,2018-11-08,86
9800,1997.0,chevrolet silverado 1500,like new,8,gas,,automatic,pickup,green,,2019-01-18,28
9995,2012.0,chrysler 300,like new,6,gas,,automatic,sedan,red,,2019-04-06,11
14995,2015.0,honda accord,like new,4,gas,61746.0,automatic,sedan,white,,2019-02-28,70
7999,2012.0,chrysler 300,good,6,gas,168123.0,automatic,sedan,black,,2019-01-07,24
7495,2006.0,ram 3500,good,6,diesel,285000.0,automatic,pickup,brown,1.0,2018-07-13,76
9500,2006.0,gmc sierra,good,8,diesel,28000.0,automatic,pickup,silver,1.0,2018-11-13,14
59995,,ram 2500,like new,6,diesel,22635.0,automatic,truck,white,1.0,2018-06-02,52
15990,2001.0,gmc sierra 1500,good,8,gas,61030.0,automatic,truck,black,1.0,2018-06-19,13
28990,2011.0,ford econoline,good,10,gas,17037.0,automatic,bus,white,,2018-08-20,73
2850,1997.0,ford f150,good,8,gas,255040.0,manual,pickup,,1.0,2018-06-05,18
3700,2007.0,honda accord,fair,,gas,173600.0,manual,sedan,red,,2018-10-02,26
7000,2002.0,toyota tacoma,fair,6,gas,128200.0,automatic,truck,silver,1.0,2018-08-09,24
3900,2003.0,jeep liberty,good,4,gas,128872.0,automatic,SUV,brown,,2018-06-26,40
6500,2015.0,chrysler 200,good,4,gas,,automatic,sedan,blue,,2019-04-13,20
45000,2015.0,chevrolet corvette,like new,,gas,3681.0,automatic,coupe,white,,2018-08-13,25
35000,2008.0,ram 2500,excellent,,diesel,,automatic,truck,black,1.0,2018-08-31,32
8000,2008.0,ford f-250 super duty,good,10,gas,240000.0,manual,truck,red,,2019-04-13,49
20990,2009.0,ram 2500,good,,gas,107469.0,automatic,truck,white,1.0,2018-07-22,27
7000,2008.0,toyota camry,good,6,gas,,automatic,sedan,grey,,2018-10-20,93
1500,2008.0,ford fusion se,fair,4,gas,,manual,sedan,silver,,2018-12-27,99
5995,2005.0,toyota rav4,good,4,gas,124161.0,automatic,wagon,white,,2018-07-27,79
27475,2015.0,toyota tacoma,excellent,6,gas,54300.0,automatic,truck,grey,1.0,2018-08-02,23
7995,2008.0,toyota sienna,good,6,gas,162830.0,automatic,wagon,,1.0,2018-09-11,9
13995,,chevrolet silverado 1500,good,8,gas,114910.0,automatic,truck,black,1.0,2018-06-23,3
6800,2010.0,ford taurus,like new,6,gas,87000.0,automatic,sedan,black,,2018-05-26,21
7495,2006.0,chevrolet impala,good,8,gas,87930.0,automatic,sedan,black,,2019-01-26,26
1995,2001.0,toyota camry,good,4,gas,195894.0,automatic,sedan,custom,,2018-11-12,24
4995,2004.0,chevrolet suburban,good,8,gas,120455.0,automatic,wagon,custom,1.0,2019-02-01,54
20000,,ford f-150,excellent,6,gas,98000.0,automatic,pickup,,1.0,2018-05-06,25
17995,2017.0,nissan rogue,excellent,4,gas,37500.0,automatic,SUV,grey,1.0,2018-07-22,35
10000,2008.0,chevrolet silverado 1500,good,8,gas,143900.0,automatic,truck,silver,,2019-01-14,13
3000,2006.0,ford focus,good,4,gas,,automatic,sedan,brown,,2018-05-03,39
10595,2007.0,gmc sierra 1500,excellent,8,gas,171.0,automatic,truck,white,1.0,2018-06-14,99
13000,2003.0,ram 2500,good,6,diesel,287800.0,automatic,truck,white,1.0,2018-09-03,8
5888,,toyota 4runner,good,6,gas,0.0,automatic,SUV,black,,2019-02-22,36
22995,2014.0,ford f150,like new,6,gas,116646.0,automatic,pickup,,1.0,2018-05-06,4
15995,2013.0,volkswagen passat,excellent,4,diesel,18306.0,automatic,sedan,red,,2018-09-29,35
18995,2014.0,ford f150,like new,6,gas,130276.0,automatic,pickup,red,,2018-11-08,33
10500,1998.0,jeep wrangler,good,8,gas,,automatic,offroad,red,1.0,2018-10-09,48
15995,2013.0,bmw x5,excellent,6,gas,87338.0,automatic,SUV,grey,1.0,2019-03-10,15
7995,2008.0,ford edge,like new,6,gas,123954.0,automatic,sedan,white,1.0,2018-08-02,20
38500,2018.0,ford f250,like new,8,diesel,,automatic,truck,white,1.0,2018-09-22,24
27500,2018.0,jeep wrangler,like new,6,gas,17223.0,automatic,truck,black,1.0,2018-06-28,83
30900,2013.0,ford f350,excellent,8,diesel,,automatic,truck,,1.0,2018-08-06,18
8595,,ford f-250 super duty,good,8,gas,148.0,automatic,truck,white,1.0,2018-07-18,31
13988,2006.0,ford f-250 sd,good,8,diesel,200788.0,automatic,truck,blue,1.0,2018-08-29,28
24995,2014.0,gmc sierra 1500,excellent,8,gas,90207.0,automatic,truck,red,1.0,2019-02-23,41
17500,2012.0,gmc yukon,excellent,8,gas,124995.0,automatic,SUV,black,1.0,2018-08-12,11
30995,2018.0,ford f-150,excellent,6,gas,35672.0,automatic,pickup,white,1.0,2019-04-10,31
9888,2003.0,gmc sierra 2500hd,good,8,diesel,210000.0,automatic,truck,white,1.0,2018-12-09,61
4495,2003.0,toyota camry le,good,4,gas,151000.0,automatic,sedan,blue,,2019-03-07,17
24995,2011.0,ford f350,like new,8,diesel,142581.0,automatic,pickup,silver,1.0,2019-02-05,24
3000,2008.0,dodge grand caravan,good,6,gas,181425.0,automatic,mini-van,blue,,2019-01-23,17
7495,2005.0,jeep wrangler,excellent,6,gas,161556.0,manual,SUV,red,1.0,2018-09-02,19
10799,2002.0,chevrolet silverado 2500hd,excellent,8,gas,106479.0,automatic,truck,brown,1.0,2019-01-26,18
12499,2011.0,ford f-150,excellent,,gas,206000.0,automatic,truck,black,1.0,2019-03-01,17
38995,2014.0,ford f350,like new,8,diesel,98055.0,automatic,pickup,white,1.0,2018-07-11,59
14500,2010.0,ford f150,like new,8,gas,124202.0,automatic,pickup,red,,2018-07-13,57
12000,2001.0,ford f-250,good,8,diesel,261000.0,automatic,pickup,green,1.0,2018-06-24,25
7500,2005.0,ford f-150,excellent,,gas,140732.0,automatic,truck,black,,2019-01-30,44
8000,2007.0,chevrolet suburban,good,8,gas,177000.0,automatic,SUV,black,1.0,2018-07-17,128
26588,,jeep wrangler unlimited,like new,6,gas,34408.0,automatic,SUV,white,1.0,2019-03-09,16
6992,2013.0,ford fusion se,like new,4,gas,170.0,automatic,sedan,white,,2018-09-13,109
44991,2018.0,ram 2500,like new,6,diesel,31.0,automatic,truck,white,1.0,2018-07-21,45
44991,2018.0,ram 2500,like new,6,diesel,32.0,automatic,truck,grey,1.0,2018-05-02,26
9992,2007.0,chevrolet silverado 1500,like new,8,gas,183.0,automatic,truck,,1.0,2018-06-11,33
8595,2009.0,ford f-150,excellent,8,gas,180.0,automatic,truck,yellow,1.0,2019-02-28,51
20900,2016.0,ram 1500,excellent,8,gas,73300.0,automatic,pickup,grey,1.0,2018-12-03,49
3500,2000.0,subaru outback,good,4,gas,236000.0,automatic,wagon,green,1.0,2018-09-06,31
11995,2013.0,volkswagen passat,good,4,diesel,40867.0,automatic,sedan,white,,2018-12-31,9
5950,2004.0,chevrolet silverado 1500,good,8,gas,137351.0,automatic,truck,white,1.0,2018-11-21,55
5990,2011.0,chevrolet impala,excellent,6,gas,,automatic,sedan,,,2018-11-12,16
15995,2013.0,volkswagen passat,excellent,4,diesel,17693.0,automatic,sedan,silver,,2019-01-21,16
8995,2008.0,gmc acadia,like new,6,gas,,automatic,SUV,white,,2019-03-09,19
4995,2001.0,subaru forester,excellent,4,gas,,automatic,SUV,grey,1.0,2018-06-10,23
3995,2006.0,volkswagen jetta,excellent,4,diesel,271914.0,manual,sedan,grey,,2018-06-21,20
8995,2009.0,buick enclave,excellent,6,gas,,automatic,SUV,purple,1.0,2018-08-06,69
23995,2014.0,gmc sierra,like new,8,gas,121361.0,automatic,pickup,silver,1.0,2018-11-17,110
8950,2008.0,toyota prius,excellent,4,hybrid,76113.0,automatic,hatchback,,,2019-02-18,28
29995,2014.0,ford f250,like new,8,diesel,128604.0,automatic,pickup,red,1.0,2019-03-08,38
7000,2006.0,toyota highlander,good,6,gas,,automatic,SUV,silver,,2019-02-10,35
11500,2014.0,honda cr-v,good,4,gas,56000.0,automatic,SUV,grey,1.0,2018-08-14,23
10987,2003.0,ram 1500,excellent,8,gas,163978.0,automatic,truck,white,1.0,2019-01-20,8
15995,2011.0,chevrolet silverado,like new,8,gas,133247.0,automatic,pickup,white,1.0,2019-01-18,7
3995,2001.0,bmw x5,excellent,8,gas,190108.0,automatic,SUV,,1.0,2018-05-26,62
9995,2010.0,toyota rav4,excellent,4,gas,,automatic,SUV,,1.0,2018-12-07,37
7500,,dodge charger,good,8,gas,106100.0,automatic,sedan,red,,2019-01-19,27
25995,2015.0,chevrolet silverado,like new,8,gas,99935.0,automatic,pickup,white,1.0,2018-08-25,3
14995,2014.0,toyota tundra,like new,8,gas,,automatic,pickup,white,1.0,2018-07-12,57
19995,2013.0,ford f150,like new,8,gas,137784.0,automatic,pickup,silver,1.0,2018-11-01,78
11500,2006.0,chevrolet silverado 2500hd,good,8,gas,128500.0,automatic,truck,white,1.0,2018-11-08,13
16800,,ford escape,excellent,4,gas,79717.0,automatic,SUV,blue,1.0,2018-08-14,80
9495,2016.0,kia soul,excellent,4,gas,108761.0,manual,sedan,,,2018-11-07,13
11745,2011.0,chevrolet silverado,excellent,8,gas,,automatic,truck,white,,2019-04-12,20
7800,2008.0,toyota tacoma,excellent,,gas,,manual,truck,red,,2019-04-04,24
16500,2012.0,subaru impreza,like new,4,gas,97000.0,manual,hatchback,blue,1.0,2019-01-14,90
13998,2016.0,toyota camry,excellent,,gas,51000.0,automatic,sedan,black,,2019-01-23,36
24998,2014.0,toyota tacoma,excellent,6,gas,56000.0,automatic,pickup,,1.0,2018-06-13,12
11500,2017.0,volkswagen passat,excellent,4,gas,,automatic,sedan,grey,,2018-05-03,14
1500,2001.0,honda civic,fair,,gas,234000.0,automatic,coupe,,,2018-05-19,19
29500,2011.0,ram 2500,excellent,6,diesel,,automatic,pickup,black,1.0,2019-04-10,21
34995,2013.0,ford f350,like new,8,diesel,93880.0,automatic,pickup,,1.0,2018-09-27,82
10000,2011.0,ford f-150,like new,8,gas,189000.0,automatic,truck,white,1.0,2019-01-30,34
7950,2008.0,buick enclave,good,6,gas,104241.0,automatic,SUV,white,,2018-06-30,47
5500,2000.0,chevrolet tahoe,excellent,8,gas,201697.0,automatic,SUV,,,2018-09-24,10
14950,2019.0,toyota corolla,excellent,,gas,34929.0,automatic,sedan,white,,2019-02-15,65
8995,1998.0,chevrolet tahoe,like new,8,gas,173085.0,automatic,SUV,white,,2018-10-20,16
23995,,jeep wrangler,like new,6,gas,56167.0,automatic,SUV,silver,1.0,2019-03-28,46
15995,,toyota tundra,like new,8,gas,128699.0,automatic,pickup,silver,1.0,2018-05-23,117
19995,2013.0,chevrolet silverado,like new,8,gas,,automatic,SUV,white,1.0,2018-07-17,23
28995,2017.0,chevrolet silverado,like new,8,gas,29625.0,automatic,pickup,,1.0,2018-05-03,73
4995,2002.0,toyota prius,excellent,4,gas,,automatic,sedan,blue,,2018-05-19,47
600,1995.0,nissan altima,fair,4,gas,196000.0,manual,sedan,,1.0,2018-11-22,37
12000,2017.0,ford escape,excellent,4,gas,107382.0,automatic,SUV,orange,,2018-10-27,24
1500,2015.0,nissan altima,excellent,4,gas,,automatic,sedan,black,,2018-12-24,53
5500,2010.0,jeep liberty,good,6,gas,94560.0,automatic,SUV,,,2019-03-08,26
1200,2000.0,honda odyssey,fair,6,gas,,automatic,mini-van,white,,2018-08-09,56
12950,2017.0,toyota corolla,excellent,4,gas,55528.0,automatic,sedan,silver,,2019-04-06,69
7000,2003.0,ford f350,good,8,gas,,automatic,truck,white,,2018-09-21,11
15500,2013.0,honda cr-v,excellent,4,gas,51600.0,automatic,SUV,grey,,2019-02-02,54
1000,1992.0,gmc sierra 1500,good,8,gas,0.0,automatic,truck,,,2018-09-28,47
27500,2015.0,jeep wrangler,excellent,6,gas,8200.0,automatic,SUV,brown,1.0,2018-12-04,29
8000,2014.0,ford escape,excellent,4,gas,105000.0,automatic,SUV,white,1.0,2018-08-26,62
11900,2010.0,chevrolet silverado 1500,good,8,gas,116000.0,automatic,SUV,white,1.0,2018-06-14,25
11900,2004.0,jeep wrangler unlimited,good,6,gas,108.0,automatic,offroad,silver,1.0,2018-08-07,28
8999,2014.0,ford fusion se,good,4,gas,84577.0,automatic,sedan,custom,,2018-09-09,32
10795,2006.0,toyota tundra,excellent,8,gas,,automatic,truck,grey,1.0,2018-07-19,25
10950,1999.0,ram 2500,good,6,diesel,,automatic,truck,white,1.0,2018-10-05,15
15900,2017.0,volkswagen passat,like new,4,gas,30810.0,automatic,sedan,black,,2018-05-15,39
7200,2009.0,subaru forester,good,4,gas,126000.0,automatic,hatchback,blue,1.0,2018-12-21,33
2800,1997.0,ford f-250,fair,8,gas,,automatic,pickup,green,1.0,2018-09-12,12
7888,2008.0,toyota rav4,excellent,,gas,132476.0,automatic,SUV,silver,,2018-12-01,45
22995,2017.0,honda civic,like new,,gas,1994.0,other,coupe,green,,2019-01-12,35
5000,2002.0,chevrolet silverado 2500hd,fair,8,gas,169000.0,automatic,truck,silver,,2018-05-18,31
3000,2012.0,ford focus,fair,4,gas,153000.0,automatic,coupe,blue,,2019-01-14,47
4000,2000.0,ford ranger,good,6,gas,242881.0,manual,pickup,red,1.0,2019-01-03,57
9950,2016.0,nissan versa,excellent,4,gas,13607.0,automatic,sedan,grey,,2018-10-14,17
9950,2016.0,nissan altima,excellent,4,gas,94914.0,automatic,sedan,grey,,2018-05-08,46
9900,2013.0,toyota corolla,good,4,gas,57884.0,automatic,sedan,black,,2018-07-14,51
3995,2010.0,volkswagen jetta,good,,gas,134.0,automatic,sedan,blue,,2019-03-24,22
14000,2003.0,subaru outback,fair,4,gas,165000.0,automatic,wagon,green,1.0,2018-08-15,55
10995,2014.0,toyota camry le,excellent,4,gas,74000.0,automatic,sedan,,,2019-01-26,22
5100,2008.0,ford f-150,good,8,gas,98000.0,automatic,truck,white,,2018-08-19,37
13995,2016.0,toyota camry le,excellent,4,gas,42000.0,automatic,sedan,,,2019-01-14,16
23900,2017.0,subaru outback,like new,4,gas,42000.0,automatic,wagon,blue,1.0,2018-05-29,91
6495,2005.0,toyota prius,excellent,4,gas,60.0,automatic,hatchback,black,,2018-12-17,14
13495,2017.0,toyota camry le,excellent,4,gas,,automatic,sedan,red,1.0,2019-01-28,8
9500,2009.0,ford f150,excellent,8,gas,135000.0,automatic,truck,custom,,2019-03-28,41
6900,2010.0,toyota sienna,excellent,6,gas,156459.0,automatic,van,red,,2019-04-11,13
4500,2012.0,volkswagen jetta,excellent,4,gas,,automatic,sedan,red,,2018-12-20,47
3200,2003.0,honda civic lx,excellent,4,gas,179000.0,automatic,coupe,blue,,2019-01-21,27
7500,2005.0,chevrolet silverado 1500,good,8,gas,185000.0,automatic,truck,,,2019-04-12,56
5500,2008.0,honda cr-v,excellent,4,gas,160357.0,automatic,SUV,silver,,2018-07-15,90
13900,2017.0,ford escape,excellent,4,gas,72803.0,automatic,SUV,black,1.0,2018-10-14,114
16299,2018.0,ford escape,excellent,4,gas,63708.0,automatic,SUV,black,1.0,2019-03-30,14
35995,2016.0,gmc sierra 1500,excellent,8,gas,34490.0,automatic,truck,white,1.0,2019-02-16,50
1500,1994.0,ford f-150,good,8,gas,200000.0,automatic,truck,white,,2018-12-28,22
9950,2013.0,chrysler 300,good,6,gas,169261.0,automatic,sedan,black,,2018-11-02,77
27950,2017.0,ford f250,excellent,8,gas,78838.0,automatic,truck,silver,1.0,2019-02-28,18
27950,2017.0,ford f-250,excellent,8,gas,80982.0,automatic,truck,,1.0,2019-01-05,66
16995,2013.0,jeep grand cherokee laredo,good,,other,76087.0,automatic,other,black,,2018-10-22,19
17500,2017.0,dodge charger,like new,6,gas,38000.0,automatic,sedan,,,2019-02-21,23
850,2003.0,honda civic,salvage,4,hybrid,229704.0,automatic,sedan,brown,,2018-12-23,39
5995,2009.0,chevrolet malibu,good,4,gas,160281.0,automatic,sedan,grey,,2019-03-30,83
4700,1998.0,chevrolet suburban,excellent,8,gas,52000.0,automatic,SUV,black,,2018-06-14,120
8000,2001.0,gmc sierra 2500hd,excellent,8,gas,62200.0,automatic,pickup,grey,,2018-08-02,15
5995,2004.0,ford f-250,good,8,gas,,automatic,truck,red,1.0,2018-11-01,17
16995,2015.0,toyota sienna,like new,6,gas,93000.0,automatic,mini-van,white,,2019-02-14,65
29000,2018.0,chevrolet silverado 1500,excellent,8,gas,83426.0,automatic,truck,silver,1.0,2019-02-18,69
7995,2015.0,dodge grand caravan,excellent,6,gas,119000.0,automatic,mini-van,brown,,2018-06-02,18
16000,1972.0,ford mustang,good,8,gas,72744.0,automatic,coupe,red,,2018-09-29,87
4000,2005.0,ford explorer,good,6,gas,123600.0,automatic,SUV,white,1.0,2018-08-12,36
13995,2012.0,ram 1500,excellent,8,gas,98000.0,automatic,pickup,brown,1.0,2018-12-01,23
3500,1998.0,chevrolet silverado,excellent,8,gas,180000.0,automatic,pickup,white,1.0,2018-08-02,7
15495,2012.0,gmc sierra,excellent,8,gas,95000.0,automatic,truck,,1.0,2019-03-27,22
10500,2010.0,chevrolet silverado,excellent,8,gas,247000.0,automatic,pickup,white,1.0,2018-12-22,26
1600,2004.0,honda accord,good,4,gas,230000.0,automatic,sedan,silver,,2019-04-14,59
24500,2016.0,ford f-150,excellent,6,gas,56000.0,automatic,pickup,black,,2018-09-04,34
